,Class
8596,3
8597,9
8598,2
8599,2
8600,3
8601,7
8602,1
8603,8
8604,2
8605,3
8606,7
8607,3
8608,3
8609,3
8610,9
8611,3
8612,3
8613,3
8614,3
8615,3
8616,8
8617,8
8618,9
8619,6
8620,1
8621,4
8622,2
8623,1
8624,9
8625,6
8626,8
8627,7
8628,1
8629,3
8630,8
8631,3
8632,9
8633,6
8634,3
8635,1
8636,9
8637,7
8638,3
8639,9
8640,2
8641,1
8642,8
8643,1
8644,3
8645,8
8646,9
8647,9
8648,4
8649,2
8650,9
8651,2
8652,3
8653,1
8654,2
8655,8
8656,8
8657,3
8658,9
8659,1
8660,9
8661,9
8662,3
8663,1
8664,3
8665,2
8666,3
8667,3
8668,3
8669,3
8670,9
8671,7
8672,1
8673,2
8674,8
8675,3
8676,8
8677,1
8678,6
8679,2
8680,9
8681,2
8682,8
8683,6
8684,3
8685,3
8686,3
8687,1
8688,8
8689,9
8690,3
8691,1
8692,8
8693,3
8694,2
8695,8
8696,6
8697,3
8698,4
8699,1
8700,9
8701,3
8702,1
8703,3
8704,8
8705,6
8706,3
8707,1
8708,9
8709,1
8710,4
8711,3
8712,2
8713,9
8714,1
8715,6
8716,3
8717,2
8718,3
8719,1
8720,7
8721,3
8722,3
8723,9
8724,2
8725,9
8726,1
8727,3
8728,1
8729,2
8730,2
8731,9
8732,2
8733,2
8734,3
8735,3
8736,1
8737,2
8738,1
8739,4
8740,3
8741,8
8742,8
8743,3
8744,3
8745,6
8746,1
8747,3
8748,8
8749,2
8750,3
8751,3
8752,1
8753,3
8754,3
8755,3
8756,1
8757,3
8758,1
8759,2
8760,2
8761,2
8762,3
8763,9
8764,2
8765,3
8766,8
8767,3
8768,3
8769,6
8770,3
8771,2
8772,7
8773,2
8774,9
8775,2
8776,2
8777,3
8778,2
8779,2
8780,2
8781,9
8782,9
8783,6
8784,3
8785,6
8786,2
8787,3
8788,2
8789,3
8790,4
8791,3
8792,2
8793,7
8794,2
8795,1
8796,3
8797,8
8798,1
8799,8
8800,1
8801,8
8802,8
8803,1
8804,8
8805,1
8806,4
8807,3
8808,6
8809,2
8810,3
8811,6
8812,2
8813,8
8814,3
8815,8
8816,9
8817,8
8818,1
8819,1
8820,8
8821,2
8822,8
8823,2
8824,1
8825,1
8826,1
8827,3
8828,6
8829,1
8830,6
8831,3
8832,9
8833,3
8834,1
8835,4
8836,1
8837,3
8838,3
8839,3
8840,6
8841,1
8842,3
8843,6
8844,3
8845,2
8846,3
8847,9
8848,2
8849,3
8850,3
8851,2
8852,3
8853,6
8854,2
8855,8
8856,6
8857,2
8858,9
8859,3
8860,9
8861,8
8862,6
8863,7
8864,8
8865,1
8866,6
8867,7
8868,3
8869,1
8870,3
8871,2
8872,2
8873,1
8874,5
8875,1
8876,3
8877,2
8878,2
8879,1
8880,2
8881,3
8882,3
8883,8
8884,3
8885,3
8886,8
8887,2
8888,3
8889,2
8890,6
8891,2
8892,1
8893,3
8894,2
8895,8
8896,2
8897,8
8898,2
8899,3
8900,1
8901,7
8902,8
8903,2
8904,3
8905,8
8906,1
8907,8
8908,8
8909,3
8910,1
8911,1
8912,2
8913,8
8914,2
8915,1
8916,2
8917,3
8918,1
8919,3
8920,6
8921,2
8922,2
8923,2
8924,6
8925,2
8926,1
8927,8
8928,1
8929,3
8930,3
8931,7
8932,3
8933,2
8934,2
8935,9
8936,3
8937,8
8938,2
8939,3
8940,8
8941,6
8942,3
8943,2
8944,2
8945,2
8946,2
8947,1
8948,2
8949,4
8950,4
8951,2
8952,3
8953,8
8954,6
8955,1
8956,3
8957,1
8958,2
8959,2
8960,3
8961,6
8962,1
8963,3
8964,3
8965,3
8966,1
8967,2
8968,9
8969,3
8970,6
8971,8
8972,7
8973,6
8974,2
8975,3
8976,3
8977,8
8978,1
8979,3
8980,3
8981,3
8982,8
8983,8
8984,3
8985,3
8986,3
8987,7
8988,3
8989,3
8990,2
8991,7
8992,2
8993,3
8994,3
8995,8
8996,3
8997,9
8998,6
8999,8
9000,2
9001,9
9002,3
9003,2
9004,3
9005,1
9006,1
9007,3
9008,3
9009,3
9010,6
9011,2
9012,3
9013,3
9014,1
9015,3
9016,4
9017,3
9018,8
9019,2
9020,3
9021,2
9022,1
9023,3
9024,9
9025,1
9026,3
9027,8
9028,2
9029,8
9030,3
9031,2
9032,3
9033,3
9034,3
9035,8
9036,2
9037,9
9038,9
9039,2
9040,3
9041,3
9042,9
9043,1
9044,3
9045,2
9046,1
9047,7
9048,3
9049,3
9050,2
9051,7
9052,8
9053,9
9054,5
9055,8
9056,3
9057,2
9058,3
9059,8
9060,8
9061,1
9062,2
9063,6
9064,3
9065,2
9066,2
9067,3
9068,6
9069,3
9070,7
9071,9
9072,3
9073,9
9074,2
9075,3
9076,4
9077,3
9078,7
9079,2
9080,3
9081,9
9082,9
9083,1
9084,2
9085,9
9086,6
9087,3
9088,1
9089,2
9090,4
9091,3
9092,2
9093,2
9094,3
9095,6
9096,9
9097,7
9098,8
9099,6
9100,8
9101,3
9102,1
9103,3
9104,2
9105,3
9106,3
9107,3
9108,3
9109,3
9110,2
9111,2
9112,6
9113,2
9114,1
9115,2
9116,1
9117,2
9118,3
9119,3
9120,1
9121,2
9122,1
9123,2
9124,1
9125,7
9126,8
9127,7
9128,3
9129,1
9130,7
9131,2
9132,8
9133,6
9134,2
9135,2
9136,2
9137,6
9138,2
9139,1
9140,9
9141,7
9142,3
9143,1
9144,3
9145,7
9146,3
9147,1
9148,3
9149,1
9150,2
9151,9
9152,3
9153,1
9154,3
9155,3
9156,6
9157,2
9158,6
9159,3
9160,1
9161,3
9162,2
9163,3
9164,3
9165,3
9166,1
9167,7
9168,2
9169,3
9170,1
9171,1
9172,7
9173,6
9174,3
9175,8
9176,3
9177,1
9178,9
9179,8
9180,5
9181,6
9182,2
9183,3
9184,8
9185,3
9186,2
9187,3
9188,1
9189,3
9190,9
9191,1
9192,6
9193,3
9194,2
9195,7
9196,3
9197,6
9198,3
9199,3
9200,4
9201,1
9202,4
9203,3
9204,4
9205,6
9206,6
9207,8
9208,2
9209,8
9210,8
9211,1
9212,8
9213,9
9214,3
9215,3
9216,7
9217,9
9218,9
9219,3
9220,8
9221,2
9222,2
9223,3
9224,1
9225,1
9226,2
9227,1
9228,2
9229,2
9230,6
9231,1
9232,2
9233,4
9234,3
9235,2
9236,3
9237,8
9238,4
9239,1
9240,3
9241,2
9242,3
9243,2
9244,2
9245,4
9246,8
9247,8
9248,7
9249,6
9250,3
9251,3
9252,9
9253,8
9254,6
9255,3
9256,3
9257,8
9258,3
9259,2
9260,1
9261,2
9262,4
9263,8
9264,3
9265,3
9266,2
9267,3
9268,5
9269,2
9270,2
9271,1
9272,9
9273,8
9274,3
9275,3
9276,3
9277,2
9278,9
9279,3
9280,9
9281,8
9282,3
9283,4
9284,2
9285,1
9286,8
9287,1
9288,8
9289,2
9290,7
9291,2
9292,2
9293,7
9294,2
9295,2
9296,1
9297,3
9298,2
9299,2
9300,1
9301,8
9302,2
9303,1
9304,3
9305,7
9306,2
9307,2
9308,2
9309,3
9310,3
9311,2
9312,2
9313,3
9314,7
9315,1
9316,1
9317,1
9318,2
9319,3
9320,6
9321,2
9322,8
9323,6
9324,8
9325,2
9326,8
9327,9
9328,8
9329,4
9330,3
9331,1
9332,9
9333,8
9334,9
9335,3
9336,3
9337,8
9338,8
9339,7
9340,9
9341,3
9342,2
9343,2
9344,2
9345,6
9346,3
9347,6
9348,8
9349,9
9350,9
9351,7
9352,9
9353,2
9354,3
9355,7
9356,2
9357,3
9358,2
9359,9
9360,3
9361,8
9362,2
9363,9
9364,2
9365,4
9366,3
9367,4
9368,9
9369,2
9370,8
9371,3
9372,6
9373,8
9374,6
9375,3
9376,3
9377,3
9378,3
9379,3
9380,2
9381,1
9382,8
9383,1
9384,2
9385,9
9386,4
9387,2
9388,2
9389,6
9390,9
9391,2
9392,1
9393,2
9394,1
9395,3
9396,7
9397,2
9398,8
9399,8
9400,8
9401,2
9402,3
9403,7
9404,2
9405,1
9406,2
9407,2
9408,3
9409,3
9410,2
9411,9
9412,3
9413,8
9414,8
9415,4
9416,9
9417,1
9418,6
9419,2
9420,9
9421,6
9422,3
9423,2
9424,1
9425,1
9426,8
9427,3
9428,2
9429,3
9430,4
9431,8
9432,3
9433,8
9434,9
9435,9
9436,2
9437,3
9438,8
9439,4
9440,2
9441,3
9442,3
9443,9
9444,8
9445,3
9446,2
9447,2
9448,1
9449,7
9450,2
9451,3
9452,8
9453,1
9454,8
9455,9
9456,3
9457,1
9458,1
9459,2
9460,6
9461,4
9462,1
9463,2
9464,1
9465,1
9466,4
9467,2
9468,3
9469,3
9470,2
9471,1
9472,3
9473,3
9474,7
9475,8
9476,3
9477,3
9478,2
9479,2
9480,9
9481,3
9482,1
9483,2
9484,3
9485,2
9486,6
9487,8
9488,6
9489,3
9490,9
9491,1
9492,9
9493,3
9494,3
9495,6
9496,1
9497,3
9498,7
9499,1
9500,2
9501,2
9502,4
9503,6
9504,3
9505,6
9506,1
9507,2
9508,3
9509,2
9510,1
9511,1
9512,1
9513,8
9514,9
9515,3
9516,8
9517,7
9518,3
9519,8
9520,9
9521,9
9522,6
9523,9
9524,1
9525,1
9526,2
9527,9
9528,2
9529,8
9530,2
9531,8
9532,6
9533,2
9534,3
9535,9
9536,2
9537,3
9538,3
9539,2
9540,3
9541,3
9542,8
9543,2
9544,2
9545,3
9546,3
9547,3
9548,1
9549,9
9550,1
9551,3
9552,3
9553,2
9554,9
9555,8
9556,3
9557,3
9558,2
9559,3
9560,3
9561,8
9562,3
9563,6
9564,2
9565,3
9566,8
9567,3
9568,3
9569,6
9570,1
9571,3
9572,3
9573,6
9574,1
9575,3
9576,3
9577,8
9578,3
9579,2
9580,3
9581,2
9582,6
9583,7
9584,2
9585,3
9586,2
9587,2
9588,3
9589,9
9590,3
9591,9
9592,3
9593,3
9594,1
9595,4
9596,6
9597,6
9598,3
9599,3
9600,8
9601,8
9602,1
9603,3
9604,2
9605,2
9606,2
9607,9
9608,2
9609,4
9610,3
9611,2
9612,3
9613,3
9614,2
9615,2
9616,3
9617,3
9618,2
9619,3
9620,7
9621,2
9622,6
9623,2
9624,2
9625,8
9626,2
9627,9
9628,1
9629,4
9630,3
9631,9
9632,2
9633,1
9634,1
9635,6
9636,6
9637,9
9638,2
9639,8
9640,2
9641,9
9642,2
9643,6
9644,6
9645,2
9646,6
9647,3
9648,1
9649,3
9650,8
9651,3
9652,1
9653,8
9654,3
9655,8
9656,4
9657,9
9658,8
9659,3
9660,3
9661,1
9662,3
9663,2
9664,3
9665,2
9666,8
9667,2
9668,4
9669,1
9670,9
9671,1
9672,8
9673,1
9674,8
9675,6
9676,3
9677,3
9678,7
9679,3
9680,2
9681,1
9682,9
9683,1
9684,2
9685,1
9686,2
9687,4
9688,2
9689,8
9690,3
9691,2
9692,8
9693,9
9694,8
9695,7
9696,7
9697,1
9698,1
9699,3
9700,9
9701,2
9702,2
9703,1
9704,2
9705,3
9706,3
9707,8
9708,2
9709,7
9710,1
9711,3
9712,6
9713,2
9714,1
9715,3
9716,4
9717,2
9718,2
9719,2
9720,1
9721,3
9722,2
9723,3
9724,9
9725,3
9726,8
9727,8
9728,1
9729,3
9730,4
9731,9
9732,3
9733,1
9734,3
9735,6
9736,3
9737,3
9738,2
9739,1
9740,1
9741,1
9742,3
9743,7
9744,3
9745,6
9746,4
9747,6
9748,3
9749,1
9750,9
9751,9
9752,3
9753,4
9754,6
9755,9
9756,8
9757,3
9758,2
9759,3
9760,7
9761,7
9762,6
9763,2
9764,2
9765,8
9766,1
9767,2
9768,3
9769,3
9770,1
9771,3
9772,2
9773,2
9774,8
9775,1
9776,8
9777,2
9778,9
9779,2
9780,2
9781,1
9782,8
9783,3
9784,3
9785,8
9786,9
9787,7
9788,6
9789,8
9790,7
9791,3
9792,3
9793,3
9794,3
9795,2
9796,4
9797,2
9798,9
9799,3
9800,8
9801,2
9802,6
9803,9
9804,4
9805,1
9806,6
9807,3
9808,3
9809,2
9810,2
9811,2
9812,8
9813,8
9814,8
9815,4
9816,1
9817,1
9818,3
9819,9
9820,2
9821,3
9822,4
9823,3
9824,2
9825,4
9826,2
9827,3
9828,3
9829,3
9830,3
9831,1
9832,8
9833,1
9834,4
9835,1
9836,4
9837,4
9838,2
9839,3
9840,3
9841,8
9842,3
9843,3
9844,2
9845,3
9846,2
9847,3
9848,2
9849,1
9850,1
9851,9
9852,2
9853,2
9854,8
9855,2
9856,2
9857,9
9858,3
9859,3
9860,1
9861,1
9862,3
9863,2
9864,1
9865,2
9866,2
9867,2
9868,3
9869,3
9870,3
9871,3
9872,6
9873,1
9874,2
9875,2
9876,3
9877,8
9878,2
9879,9
9880,8
9881,3
9882,8
9883,2
9884,1
9885,2
9886,3
9887,4
9888,6
9889,3
9890,3
9891,4
9892,9
9893,6
9894,7
9895,4
9896,1
9897,1
9898,2
9899,3
9900,6
9901,3
9902,1
9903,4
9904,2
9905,1
9906,4
9907,6
9908,3
9909,3
9910,2
9911,3
9912,3
9913,3
9914,9
9915,3
9916,3
9917,9
9918,1
9919,3
9920,3
9921,6
9922,9
9923,9
9924,2
9925,1
9926,3
9927,9
9928,4
9929,8
9930,9
9931,2
9932,2
9933,3
9934,1
9935,9
9936,2
9937,3
9938,6
9939,3
9940,3
9941,9
9942,2
9943,9
9944,4
9945,4
9946,6
9947,2
9948,3
9949,2
9950,3
9951,3
9952,2
9953,6
9954,2
9955,1
9956,1
9957,2
9958,1
9959,2
9960,7
9961,1
9962,2
9963,9
9964,3
9965,8
9966,2
9967,2
9968,2
9969,3
9970,3
9971,3
9972,1
9973,2
9974,8
9975,2
9976,1
9977,2
9978,3
9979,2
9980,2
9981,7
9982,4
9983,2
9984,3
9985,2
9986,3
9987,3
9988,8
9989,8
9990,3
9991,3
9992,3
9993,2
9994,4
9995,6
9996,8
9997,3
9998,3
9999,2
10000,1
10001,2
10002,3
10003,4
10004,4
10005,1
10006,3
10007,9
10008,2
10009,3
10010,4
10011,2
10012,3
10013,2
10014,9
10015,4
10016,2
10017,3
10018,2
10019,2
10020,3
10021,3
10022,2
10023,1
10024,6
10025,7
10026,6
10027,8
10028,2
10029,2
10030,3
10031,9
10032,2
10033,8
10034,7
10035,6
10036,2
10037,1
10038,7
10039,1
10040,8
10041,8
10042,3
10043,2
10044,3
10045,3
10046,2
10047,1
10048,6
10049,8
10050,2
10051,2
10052,2
10053,9
10054,2
10055,3
10056,9
10057,3
10058,2
10059,9
10060,9
10061,3
10062,8
10063,3
10064,3
10065,3
10066,3
10067,2
10068,2
10069,3
10070,7
10071,1
10072,2
10073,3
10074,3
10075,2
10076,2
10077,6
10078,8
10079,3
10080,2
10081,3
10082,7
10083,1
10084,2
10085,2
10086,2
10087,2
10088,7
10089,3
10090,3
10091,8
10092,1
10093,2
10094,2
10095,1
10096,3
10097,2
10098,7
10099,3
10100,1
10101,2
10102,3
10103,9
10104,2
10105,8
10106,9
10107,8
10108,1
10109,3
10110,7
10111,9
10112,3
10113,8
10114,3
10115,9
10116,2
10117,3
10118,9
10119,1
10120,3
10121,3
10122,8
10123,1
10124,2
10125,2
10126,8
10127,2
10128,2
10129,3
10130,2
10131,6
10132,3
10133,8
10134,3
10135,2
10136,2
10137,7
10138,9
10139,3
10140,9
10141,3
10142,6
10143,9
10144,6
10145,8
10146,1
10147,3
10148,2
10149,3
10150,3
10151,3
10152,1
10153,3
10154,9
10155,2
10156,8
10157,3
10158,3
10159,9
10160,3
10161,6
10162,3
10163,2
10164,1
10165,1
10166,2
10167,3
10168,9
10169,9
10170,1
10171,1
10172,4
10173,1
10174,1
10175,6
10176,9
10177,3
10178,6
10179,6
10180,9
10181,7
10182,8
10183,8
10184,1
10185,2
10186,9
10187,7
10188,1
10189,3
10190,1
10191,8
10192,3
10193,7
10194,3
10195,2
10196,2
10197,7
10198,1
10199,6
10200,1
10201,1
10202,2
10203,8
10204,2
10205,1
10206,3
10207,9
10208,3
10209,3
10210,2
10211,9
10212,1
10213,3
10214,2
10215,3
10216,3
10217,2
10218,2
10219,2
10220,6
10221,8
10222,8
10223,3
10224,1
10225,1
10226,6
10227,1
10228,2
10229,7
10230,3
10231,3
10232,6
10233,2
10234,1
10235,1
10236,2
10237,3
10238,2
10239,6
10240,3
10241,6
10242,2
10243,3
10244,3
10245,2
10246,9
10247,9
10248,9
10249,7
10250,6
10251,3
10252,3
10253,3
10254,3
10255,1
10256,4
10257,3
10258,2
10259,8
10260,2
10261,8
10262,2
10263,1
10264,3
10265,3
10266,6
10267,2
10268,3
10269,2
10270,1
10271,3
10272,9
10273,4
10274,7
10275,6
10276,2
10277,3
10278,2
10279,3
10280,2
10281,3
10282,6
10283,3
10284,9
10285,6
10286,3
10287,1
10288,1
10289,3
10290,3
10291,6
10292,9
10293,8
10294,9
10295,3
10296,1
10297,9
10298,2
10299,2
10300,2
10301,1
10302,4
10303,1
10304,1
10305,1
10306,1
10307,7
10308,1
10309,3
10310,3
10311,2
10312,8
10313,8
10314,9
10315,4
10316,3
10317,2
10318,1
10319,7
10320,1
10321,3
10322,1
10323,3
10324,1
10325,9
10326,1
10327,8
10328,2
10329,8
10330,1
10331,3
10332,1
10333,2
10334,2
10335,9
10336,1
10337,8
10338,8
10339,6
10340,9
10341,3
10342,1
10343,2
10344,8
10345,2
10346,8
10347,9
10348,7
10349,3
10350,2
10351,8
10352,3
10353,3
10354,7
10355,9
10356,2
10357,2
10358,2
10359,3
10360,3
10361,2
10362,2
10363,6
10364,7
10365,8
10366,1
10367,4
10368,1
10369,8
10370,9
10371,3
10372,9
10373,2
10374,2
10375,3
10376,8
10377,6
10378,6
10379,1
10380,2
10381,8
10382,3
10383,3
10384,1
10385,2
10386,8
10387,3
10388,2
10389,3
10390,3
10391,2
10392,3
10393,3
10394,2
10395,8
10396,4
10397,6
10398,4
10399,2
10400,6
10401,9
10402,6
10403,1
10404,9
10405,3
10406,4
10407,3
10408,6
10409,9
10410,8
10411,3
10412,3
10413,1
10414,2
10415,3
10416,3
10417,3
10418,3
10419,1
10420,1
10421,3
10422,2
10423,3
10424,8
10425,8
10426,6
10427,1
10428,6
10429,9
10430,2
10431,6
10432,2
10433,7
10434,8
10435,8
10436,3
10437,1
10438,2
10439,3
10440,8
10441,6
10442,3
10443,3
10444,2
10445,9
10446,9
10447,1
10448,3
10449,2
10450,8
10451,6
10452,1
10453,3
10454,8
10455,1
10456,2
10457,3
10458,2
10459,3
10460,1
10461,2
10462,8
10463,2
10464,3
10465,3
10466,2
10467,8
10468,1
10469,1
10470,2
10471,8
10472,2
10473,2
10474,1
10475,6
10476,2
10477,3
10478,9
10479,3
10480,3
10481,7
10482,9
10483,1
10484,8
10485,3
10486,6
10487,3
10488,3
10489,1
10490,8
10491,8
10492,6
10493,1
10494,1
10495,3
10496,2
10497,2
10498,3
10499,2
10500,2
10501,2
10502,7
10503,4
10504,9
10505,2
10506,8
10507,4
10508,2
10509,3
10510,2
10511,1
10512,3
10513,9
10514,6
10515,2
10516,8
10517,2
10518,2
10519,9
10520,2
10521,1
10522,3
10523,3
10524,6
10525,2
10526,1
10527,1
10528,3
10529,2
10530,3
10531,3
10532,3
10533,3
10534,6
10535,1
10536,3
10537,3
10538,9
10539,8
10540,1
10541,3
10542,1
10543,3
10544,1
10545,8
10546,2
10547,3
10548,6
10549,2
10550,7
10551,3
10552,2
10553,2
10554,3
10555,2
10556,3
10557,7
10558,4
10559,1
10560,4
10561,3
10562,6
10563,2
10564,2
10565,2
10566,8
10567,1
10568,7
10569,2
10570,1
10571,6
10572,1
10573,7
10574,6
10575,2
10576,2
10577,4
10578,9
10579,1
10580,2
10581,1
10582,8
10583,2
10584,8
10585,4
10586,2
10587,2
10588,6
10589,8
10590,8
10591,1
10592,6
10593,7
10594,8
10595,8
10596,9
10597,2
10598,2
10599,1
10600,9
10601,9
10602,7
10603,8
10604,9
10605,1
10606,2
10607,4
10608,2
10609,1
10610,7
10611,6
10612,2
10613,2
10614,2
10615,8
10616,2
10617,1
10618,6
10619,9
10620,2
10621,1
10622,8
10623,9
10624,6
10625,4
10626,8
10627,8
10628,7
10629,1
10630,2
10631,2
10632,1
10633,1
10634,8
10635,1
10636,2
10637,1
10638,2
10639,4
10640,8
10641,2
10642,9
10643,2
10644,4
10645,2
10646,1
10647,4
10648,8
10649,2
10650,6
10651,2
10652,8
10653,8
10654,1
10655,1
10656,6
10657,2
10658,2
10659,2
10660,2
10661,2
10662,6
10663,6
10664,6
10665,6
10666,8
10667,6
10668,1
10669,6
10670,9
10671,2
10672,8
10673,7
10674,2
10675,1
10676,2
10677,7
10678,4
10679,4
10680,8
10681,8
10682,1
10683,2
10684,8
10685,1
10686,2
10687,7
10688,8
10689,7
10690,2
10691,2
10692,6
10693,4
10694,4
10695,4
10696,2
10697,2
10698,9
10699,2
10700,2
10701,2
10702,2
10703,7
10704,2
10705,2
10706,2
10707,4
10708,9
10709,2
10710,8
10711,8
10712,2
10713,9
10714,9
10715,2
10716,8
10717,7
10718,2
10719,7
10720,9
10721,8
10722,8
10723,9
10724,2
10725,8
10726,2
10727,2
10728,2
10729,8
10730,2
10731,2
10732,6
10733,8
10734,8
10735,6
10736,6
10737,4
10738,2
10739,6
10740,8
10741,8
10742,7
10743,2
10744,8
10745,6
10746,6
10747,2
10748,7
10749,8
10750,2
10751,2
10752,2
10753,8
10754,2
10755,4
10756,6
10757,8
10758,2
10759,2
10760,4
10761,2
10762,6
10763,2
10764,2
10765,2
10766,2
10767,2
10768,2
10769,4
10770,8
10771,7
10772,4
10773,8
10774,2
10775,8
10776,2
10777,2
10778,2
10779,2
10780,7
10781,7
10782,8
10783,2
10784,2
10785,2
10786,7
10787,2
10788,2
10789,2
10790,7
10791,2
10792,2
10793,8
10794,2
10795,2
10796,2
10797,2
10798,2
10799,4
10800,7
10801,2
10802,2
10803,2
10804,2
10805,2
10806,2
10807,7
10808,2
10809,2
10810,2
10811,2
10812,2
10813,2
10814,2
10815,2
10816,4
10817,4
10818,4
10819,2
10820,2
10821,2
10822,2
10823,4
10824,7
10825,7
10826,4
10827,4
10828,7
10829,7
10830,7
10831,7
10832,7
10833,4
10834,4
10835,7
10836,4
10837,4
10838,4
10839,4
10840,4
10841,4
10842,4
10843,4
10844,4
10845,4
10846,4
10847,4
10848,4
10849,4
10850,4
10851,4
10852,4
10853,4
10854,4
10855,4
10856,4
10857,4
10858,4
10859,4
10860,4
10861,4
10862,4
10863,4
10864,4
10865,4
10866,4
10867,4
